Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"Gan M., Hou H., Wu X., Liu B., Yang Y., Xie C.","57536445700;14630489000;12238907900;57537674100;57538905100;55751635700;","Machine learning algorithm selection for real-time energy management of hybrid energy ship",2022,"Energy Reports","8",,,"1096","1102",,,"10.1016/j.egyr.2022.02.200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126689217&doi=10.1016%2fj.egyr.2022.02.200&partnerID=40&md5=5538412bd95f904248b753ce3be1b745","The advantages of hybrid energy ship with photovoltaic in energy conservation and emission reduction are becoming more and more prominent with increasing tension of global fossil energy. However, how to deal with photovoltaic uncertainty in real time and make photovoltaic efficiently connected to ship microgrid has become a key technical problem. Therefore, we propose a real-time energy management strategy for hybrid energy ship based on approximate model predictive control. Firstly, aiming at minimizing the operating cost and deviation from the reference state of charge, an energy management framework based on model predictive control is established. Secondly, the machine learning algorithm is trained to approximate the optimal control action of model predictive control offline, and the performance of different machine learning algorithms is analyzed quantitatively. Finally, taking a ferry equipped with photovoltaic as an example, the appropriate machine learning algorithm and sample number are selected. The results show that the proposed strategy can not only ensure the optimization performance, but also effectively reduce the amount of calculation and realize the real-time operation of energy management in hybrid energy ship. © 2022 The Author(s)",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85126689217
"Liu Z., Han J., Meng F., Liao H.","57191280689;56333240200;57213962702;55580964700;","A cloud-based and web-based group decision support system in multilingual environment with hesitant fuzzy linguistic preference relations",2022,"International Journal of Intelligent Systems","37","8",,"5186","5216",,2,"10.1002/int.22789","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121996373&doi=10.1002%2fint.22789&partnerID=40&md5=e1cf7d20ed1d94ab6b969e53d230390a","Due to the growing needs in decision-making under uncertainty, existing studies introduced consistency and consensus-driven algorithms for group decision-making (GDM) problems with hesitant fuzzy linguistic preference relations (HFLPRs). A decision support system (DSS) that can host these GDM algorithms to provide decision-support services or tools for practical use is urgently needed. However, the state-of-the-art architectures cannot organize these algorithms and related data to run within one framework. This is mainly due to the running environments for these GDM algorithms are different since these algorithms were not originally designed to be compatible. Given the multilingual consistency and consensus-based decision support algorithms, how to design and implement a cloud-based DSS in a multilingual environment is still an open question. To fill this gap, this paper provides a web-based and cloud-based DSS with a novel architecture that utilizes the advantages of microservices. The proposed system implements a multilingual support framework to dynamically upload, manage and run multilingual consistency and consensus-based decision support algorithms. An algorithm recommendation module is developed to help users choose suitable decision support algorithms. Tokenization is applied to deal with regulatory issues of knowledge protection, data privacy, and security while storing, analyzing, and transforming data into different algorithms for effective decision-making. An expert feedback study verified that our web and cloud-based DSS is a right artifact to fulfill the objective claimed in this paper. © 2021 Wiley Periodicals LLC.",Article,"Final","",Scopus,2-s2.0-85121996373
"Bertsimas D., Borenstein A.R.A., Dauvin A., Orfanoudaki A.","7005282772;57221447450;57222565266;57216889389;","Ensemble machine learning for personalized antihypertensive treatment",2022,"Naval Research Logistics","69","5",,"669","688",,,"10.1002/nav.22040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120880479&doi=10.1002%2fnav.22040&partnerID=40&md5=423fe6379acaa09401ffb9a15bdd230d","Due to its prevalence and association with cardiovascular diseases and premature death, hypertension is a major public health challenge. Proper prevention and management measures are needed to effectively reduce the pervasiveness of the condition. Current clinical guidelines for hypertension provide physicians with general suggestions for first-line pharmacologic treatment, but do not consider patient-specific characteristics. In this study, longitudinal electronic health record data are utilized to develop personalized predictions and prescription recommendations for hypertensive patients. We demonstrate that both binary classification and regression algorithms can be used to accurately predict a patient's future hypertensive status. We then present a prescriptive framework to determine the optimal antihypertensive treatment for a patient using their individual characteristics and clinical condition. Given the observational nature of the data, we address potential confounding through generalized propensity score evaluation and optimal matching. For patients for whom the algorithm recommendation differs from the standard of care, we demonstrate an approximate 15.87% decrease in next blood pressure score based on the predicted outcome under the recommended treatment. An interactive dashboard has been developed to be used by physicians as a clinical support tool. © 2021 Wiley Periodicals LLC.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85120880479
"Tessari M., Iacca G.","57786740000;36682414000;","Reinforcement learning based adaptive metaheuristics",2022,"GECCO 2022 Companion - Proceedings of the 2022 Genetic and Evolutionary Computation Conference",,,,"1854","1861",,,"10.1145/3520304.3533983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136331076&doi=10.1145%2f3520304.3533983&partnerID=40&md5=2762061e4dea8c2678f27ce215d1c362","Parameter adaptation, that is the capability to automatically adjust an algorithm's hyperparameters depending on the problem being faced, is one of the main trends in evolutionary computation applied to numerical optimization. While several handcrafted adaptation policies have been proposed over the years to address this problem, only few attempts have been done so far at apply machine learning to learn such policies. Here, we introduce a general-purpose framework for performing parameter adaptation in continuous-domain metaheuristics based on state-of-the-art reinforcement learning algorithms. We demonstrate the applicability of this framework on two algorithms, namely Covariance Matrix Adaptation Evolution Strategies (CMA-ES) and Differential Evolution (DE), for which we learn, respectively, adaptation policies for the step-size (for CMA-ES), and the scale factor and crossover rate (for DE). We train these policies on a set of 46 benchmark functions at different dimensionalities, with various inputs to the policies, in two settings: one policy per function, and one global policy for all functions. Compared, respectively, to the Cumulative Step-size Adaptation (CSA) policy and to two well-known adaptive DE variants (iDE and jDE), our policies are able to produce competitive results in the majority of cases, especially in the case of DE. © 2022 ACM.",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85136331076
"Jurado I.C., Vanschoren J.","57221330963;23394289300;","Multi-fidelity optimization method with asynchronous generalized island model for AutoML",2022,"GECCO 2022 Companion - Proceedings of the 2022 Genetic and Evolutionary Computation Conference",,,,"220","223",,1,"10.1145/3520304.3528917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133708541&doi=10.1145%2f3520304.3528917&partnerID=40&md5=1d56b5819f02af6b8a3601180238f4e9","AutoML frameworks seek to find the best configurations of machine learning techniques. A research field that has gained a great deal of popularity in recent years is the combined algorithm selection and hyperparameter optimisation (CASH) problem. Several bio-inspired optimization techniques have been applied in AutoML, each with their drawbacks and benefits. For instance, methods may get stuck evaluating computationally expensive models, or certain solutions may dominate early on and inhibit the discovery of better ones. We propose to use multiple bio-inspired techniques in parallel in a generalized island model & combine this with multi-fidelity optimization to speed up the search. We analyze 3 different island topologies, including fully connected, unconnected, and ring topologies, to understand the trade-offs between information sharing and maintaining diversity. With respect to convergence time, the proposed method outperforms Asynchronous Evolutionary Algorithms and Asynchronous Successive Halving techniques. In an objective comparison based on the OpenML AutoML Benchmark, we also find that the proposed method is competitive with current state-of-the-art AutoML frameworks such as TPOT, AutoWEKA, AutoSklearn, H2O AutoML, GAMA, Asynchronous Successive Halving, and random search. © 2022 Owner/Author.",Conference Paper,"Final","",Scopus,2-s2.0-85133708541
"Seiler M.V., Prager R.P., Kerschke P., Trautmann H.","57219109157;57211237852;56336853600;23974957500;","A collection of deep learning-based feature-free approaches for characterizing single-objective continuous fitness landscapes",2022,"GECCO 2022 - Proceedings of the 2022 Genetic and Evolutionary Computation Conference",,,,"657","665",,,"10.1145/3512290.3528834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135223765&doi=10.1145%2f3512290.3528834&partnerID=40&md5=2dab9a87ee5895cf67f50f8f2ceb15f5","Exploratory Landscape Analysis is a powerful technique for numerically characterizing landscapes of single-objective continuous optimization problems. Landscape insights are crucial both for problem understanding as well as for assessing benchmark set diversity and composition. Despite the irrefutable usefulness of these features, they suffer from their own ailments and downsides. Hence, in this work we provide a collection of different approaches to characterize optimization landscapes. Similar to conventional landscape features, we require a small initial sample. However, instead of computing features based on that sample, we develop alternative representations of the original sample. These range from point clouds to 2D images and, therefore, are entirely feature-free. We demonstrate and validate our devised methods on the BBOB testbed and predict, with the help of Deep Learning, the high-level, expert-based landscape properties such as the degree of multimodality and the existence of funnel structures. The quality of our approaches is on par with methods relying on the traditional landscape features. Thereby, we provide an exciting new perspective on every research area which utilizes problem information such as problem understanding and algorithm design as well as automated algorithm configuration and selection. © 2022 ACM.",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85135223765
"Lacroux A., Martin-Lacroux C.","56530639200;57195288666;","Should I Trust the Artificial Intelligence to Recruit? Recruiters’ Perceptions and Behavior When Faced With Algorithm-Based Recommendation Systems During Resume Screening",2022,"Frontiers in Psychology","13",,"895997","","",,,"10.3389/fpsyg.2022.895997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134627665&doi=10.3389%2ffpsyg.2022.895997&partnerID=40&md5=cca1204179efad3ac83301102d0f682e","Resume screening assisted by decision support systems that incorporate artificial intelligence is currently undergoing a strong development in many organizations, raising technical, managerial, legal, and ethical issues. The purpose of the present paper is to better understand the reactions of recruiters when they are offered algorithm-based recommendations during resume screening. Two polarized attitudes have been identified in the literature on users’ reactions to algorithm-based recommendations: algorithm aversion, which reflects a general distrust and preference for human recommendations; and automation bias, which corresponds to an overconfidence in the decisions or recommendations made by algorithmic decision support systems (ADSS). Drawing on results obtained in the field of automated decision support areas, we make the general hypothesis that recruiters trust human experts more than ADSS, because they distrust algorithms for subjective decisions such as recruitment. An experiment on resume screening was conducted on a sample of professionals (N = 694) involved in the screening of job applications. They were asked to study a job offer, then evaluate two fictitious resumes in a 2 × 2 factorial design with manipulation of the type of recommendation (no recommendation/algorithmic recommendation/human expert recommendation) and of the consistency of the recommendations (consistent vs. inconsistent recommendation). Our results support the general hypothesis of preference for human recommendations: recruiters exhibit a higher level of trust toward human expert recommendations compared with algorithmic recommendations. However, we also found that recommendation’s consistence has a differential and unexpected impact on decisions: in the presence of an inconsistent algorithmic recommendation, recruiters favored the unsuitable over the suitable resume. Our results also show that specific personality traits (extraversion, neuroticism, and self-confidence) are associated with a differential use of algorithmic recommendations. Implications for research and HR policies are finally discussed. Copyright © 2022 Lacroux and Martin-Lacroux.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85134627665
"Balcan M.-F., Prasad S., Sandholm T., Vitercik E.","8954993900;57214917671;57203083791;56829527400;","Improved Sample Complexity Bounds for Branch-And-Cut",2022,"Leibniz International Proceedings in Informatics, LIPIcs","235",,"3","","",,,"10.4230/LIPIcs.CP.2022.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135698899&doi=10.4230%2fLIPIcs.CP.2022.3&partnerID=40&md5=3ae223a099886efa9d7d35866cb69a28","The branch-and-cut algorithm for integer programming has a wide variety of tunable parameters that have a huge impact on its performance, but which are challenging to tune by hand. An increasingly popular approach is to use machine learning to configure these parameters based on a training set of integer programs from the application domain. We bound how large the training set should be to ensure that for any configuration, its average performance over the training set is close to its expected future performance. Our guarantees apply to parameters that control the most important aspects of branch-and-cut: node selection, branching constraint selection, and cut selection, and are sharper and more general than those from prior research. © Maria-Florina Balcan, Siddharth Prasad, Tuomas Sandholm, and Ellen Vitercik.",Conference Paper,"Final","",Scopus,2-s2.0-85135698899
"Bonidia R.P., Santos A.P.A., De Almeida B.L.S., Stadler P.F., Da Rocha U.N., Sanches D.S., De Carvalho A.C.P.L.F.","57200702454;56786509800;57385839400;7102702401;24781191100;55481490300;57217223446;","BioAutoML: automated feature engineering and metalearning to predict noncoding RNAs in bacteria",2022,"Briefings in Bioinformatics","23","4","bbac218","","",,,"10.1093/bib/bbac218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134635088&doi=10.1093%2fbib%2fbbac218&partnerID=40&md5=8c977e9163c99fcc6fe7eb5a085cf023","Recent technological advances have led to an exponential expansion of biological sequence data and extraction of meaningful information through Machine Learning (ML) algorithms. This knowledge has improved the understanding of mechanisms related to several fatal diseases, e.g. Cancer and coronavirus disease 2019, helping to develop innovative solutions, such as CRISPR-based gene editing, coronavirus vaccine and precision medicine. These advances benefit our society and economy, directly impacting people's lives in various areas, such as health care, drug discovery, forensic analysis and food processing. Nevertheless, ML-based approaches to biological data require representative, quantitative and informative features. Many ML algorithms can handle only numerical data, and therefore sequences need to be translated into a numerical feature vector. This process, known as feature extraction, is a fundamental step for developing high-quality ML-based models in bioinformatics, by allowing the feature engineering stage, with design and selection of suitable features. Feature engineering, ML algorithm selection and hyperparameter tuning are often manual and time-consuming processes, requiring extensive domain knowledge. To deal with this problem, we present a new package: BioAutoML. BioAutoML automatically runs an end-to-end ML pipeline, extracting numerical and informative features from biological sequence databases, using the MathFeature package, and automating the feature selection, ML algorithm(s) recommendation and tuning of the selected algorithm(s) hyperparameters, using Automated ML (AutoML). BioAutoML has two components, divided into four modules: (1) automated feature engineering (feature extraction and selection modules) and (2) Metalearning (algorithm recommendation and hyper-parameter tuning modules). We experimentally evaluate BioAutoML in two different scenarios: (i) prediction of the three main classes of noncoding RNAs (ncRNAs) and (ii) prediction of the eight categories of ncRNAs in bacteria, including housekeeping and regulatory types. To assess BioAutoML predictive performance, it is experimentally compared with two other AutoML tools (RECIPE and TPOT). According to the experimental results, BioAutoML can accelerate new studies, reducing the cost of feature engineering processing and either keeping or improving predictive performance. © 2022 The Author(s). Published by Oxford University Press.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85134635088
"Bai Y., Li Y., Shen Y., Yang M., Zhang W., Cui B.","57794768600;57221715937;57793092300;57199913288;57793367300;57211734542;","AutoDC: An automatic machine learning framework for disease classification",2022,"Bioinformatics","38","13",,"3415","3421",,,"10.1093/bioinformatics/btac334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133679072&doi=10.1093%2fbioinformatics%2fbtac334&partnerID=40&md5=9138d9ef75b91e475b21aee61a150f45","Motivation: The emergence of next-generation sequencing techniques opens up tremendous opportunities for researchers to uncover the basic mechanisms of disease at the molecular level. Recently, automatic machine learning (AutoML) frameworks have been employed for genomic and epigenomic data analysis. However, to analyze those high-dimensional data, existing AutoML frameworks suffer from the following issues: (i) they could not effectively filter out the redundant features from the original data, and (ii) they usually obey the rule of feature engineering first and algorithm hyper-parameter tuning later to build the machine learning pipeline, which could lead to sub-optimal outcomes. Thus, it is an urgent need to design a new AutoML framework for high-dimensional omics data analysis. Results: We introduce a new method: AutoDC, a tailored AutoML framework, for different disease classification based on gene expression data. AutoDC designs two novel optimization strategies to improve the performance. One is that AutoDC designs a novel two-stage feature selection method to select the features with high gene contribution scores. The other is that AutoDC proposes a novel optimization method, based on a two-layer Multi-Armed Bandit framework, to jointly optimize the feature engineering, algorithm selection and algorithm hyper-parameter tuning. We apply our framework to two public gene expression datasets. Compared with three state-of-The-Art AutoML frameworks, AutoDC could effectively classify diseases with higher predictive accuracy. © 2022 The Author(s) 2022. Published by Oxford University Press. All rights reserved.",Article,"Final","",Scopus,2-s2.0-85133679072
"Sun Y., Que H., Cai Q., Zhao J., Li J., Kong Z., Wang S.","57781580700;36022723200;57781314700;57338204200;57781843000;23008629200;57406964000;","Borderline SMOTE Algorithm and Feature Selection‐Based Network Anomalies Detection Strategy",2022,"Energies","15","13","4751","","",,,"10.3390/en15134751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133448044&doi=10.3390%2fen15134751&partnerID=40&md5=0b8f56a9757fb2ded6fa1944417b6ff8","This paper proposes a novel network anomaly detection framework based on data balance and feature selection. Different from the previous binary classification of network intrusion, the network anomaly detection strategy proposed in this paper solves the problem of multiple classification of network intrusion. Regarding the common data imbalance of a network intrusion detection set, a resampling strategy generated by random sampling and Borderline SMOTE data is developed for data balance. According to the features of the intrusion detection dataset, feature selection is carried out based on information gain rate. Experiments are carried out on three basic machine learning algorithms (K‐nearest neighbor algorithm (KNN), decision tree (DT), random forest (RF)), and the optimal feature selection scheme is obtained. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85133448044
"Kuang G., Li B., Mo S., Hu X., Li L.","57427062600;25631051300;57796352200;57226546145;57681458800;","Review on Machine Learning-based Defect Detection of Shield Tunnel Lining",2022,"Periodica Polytechnica Civil Engineering","66","3",,"943","957",,,"10.3311/PPci.19859","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133954845&doi=10.3311%2fPPci.19859&partnerID=40&md5=1e36629142059fa3ddf3a00f029c0574","At present, machine learning methods are widely used in various industries for their high adaptability, optimization function, and self-learning reserve function. Besides, the world-famous cities have almost built and formed subway networks that promote economic development. This paper presents the art states of Defect detection of Shield Tunnel lining based on Machine learning (DSTM). In addition, the processing method of image data from the shield tunnel is being explored to adapt to its complex environment. Comparison and analysis are used to show the performance of the algorithms in terms of the effects of data set establishment, algorithm selection, and detection devices. Based on the analysis results, Convolutional Neural Network methods show high recognition accuracy and better adaptability to the complexity of the environment in the shield tunnel compared to traditional machine learning methods. The Support Vector Machine algorithms show high recognition performance only for small data sets. To improve detection models and increase detection accuracy, measures such as optimizing features, fusing algorithms, creating a high-quality data set, increasing the sample size, and using devices with high detection accuracy can be recommended. Finally, we analyze the challenges in the field of coupling DSTM, meanwhile, the possible development direction of DSTM is prospected. © 2022, Budapest University of Technology and Economics. All rights reserved.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85133954845
